2.2742e-07,0.27215,1.0262,0.16256,-0.57639,0.43714,73.559,53.449,6.5045,0.97284,1.2199
2.2644e-07,0.28089,1.0282,0.17008,-0.57573,0.43709,73.573,53.418,6.5221,0.96881,1.2261
2.2547e-07,0.039329,1.0299,0.1783,-0.57469,0.43705,73.588,53.388,6.5401,0.96502,1.2325
2.2452e-07,0.049826,1.0314,0.1866,-0.57371,0.437,73.602,53.358,6.5584,0.96145,1.239
2.2359e-07,0.061152,1.0332,0.19478,-0.57239,0.43695,73.617,53.329,6.5771,0.9581,1.2457
2.2267e-07,0.073483,1.0347,0.20263,-0.57155,0.4369,73.631,53.299,6.5962,0.95497,1.2524
2.2176e-07,-0.1643,1.0364,0.21037,-0.5705,0.43685,73.646,53.271,6.6156,0.95205,1.2594
2.2087e-07,-0.1509,1.0381,0.21793,-0.56976,0.4368,73.66,53.242,6.6355,0.94934,1.2664
2.1999e-07,-0.13626,1.0398,0.22439,-0.56848,0.43675,73.675,53.215,6.6557,0.94683,1.2736
2.1912e-07,0.12929,1.0409,0.22827,-0.5682,0.4367,73.689,53.187,6.6763,0.94452,1.2809
2.1827e-07,-0.10707,1.0418,0.23099,-0.56788,0.43665,73.704,53.16,6.6973,0.9424,1.2884
2.1743e-07,-0.090879,1.0436,0.23296,-0.56536,0.43659,73.718,53.133,6.7186,0.94047,1.296
2.1661e-07,-0.32583,1.0439,0.23474,-0.56467,0.43654,73.733,53.107,6.7404,0.93872,1.3037
2.158e-07,-0.3089,1.0457,0.23529,-0.5634,0.43648,73.747,53.08,6.7625,0.93716,1.3116
2.15e-07,-0.2907,1.0478,0.23536,-0.56187,0.43642,73.762,53.055,6.785,0.93578,1.3196
2.1421e-07,-0.27233,1.0492,0.23459,-0.56086,0.43637,73.776,53.029,6.8079,0.93456,1.3278
2.1344e-07,-0.25282,1.0509,0.23339,-0.56004,0.43631,73.791,53.004,6.8312,0.93352,1.3361
2.1268e-07,-0.23231,1.0524,0.23138,-0.55879,0.43625,73.805,52.979,6.8549,0.93264,1.3446
2.1193e-07,-0.21042,1.0538,0.22712,-0.55774,0.43619,73.82,52.954,6.879,0.93193,1.3532
2.1119e-07,-0.18752,1.0553,0.22268,-0.55719,0.43613,73.834,52.93,6.9035,0.93137,1.3619
2.1046e-07,-0.4155,1.056,0.21896,-0.55635,0.43606,73.849,52.905,6.9284,0.93097,1.3709
2.0975e-07,-0.89312,1.057,0.21496,-0.55505,0.436,73.863,52.881,6.9537,0.93073,1.3799
2.0904e-07,-0.86571,1.0593,0.21079,-0.55447,0.43594,73.878,52.857,6.9794,0.93063,1.3891
2.0835e-07,-0.83656,1.061,0.20664,-0.55428,0.43587,73.892,52.834,7.0054,0.93067,1.3985
2.0767e-07,-0.80727,1.0623,0.20259,-0.55343,0.43581,73.907,52.81,7.0319,0.93086,1.408
2.07e-07,-0.77568,1.064,0.19882,-0.5522,0.43574,73.921,52.787,7.0588,0.93118,1.4177
2.0634e-07,-0.49455,1.0652,0.19472,-0.55113,0.43568,73.936,52.764,7.0861,0.93165,1.4275
2.0569e-07,-0.46267,1.0665,0.19041,-0.55075,0.43561,73.95,52.741,7.1138,0.93224,1.4375
2.0505e-07,-0.42797,1.0689,0.18667,-0.55018,0.43554,73.965,52.718,7.1419,0.93296,1.4476
2.0442e-07,-0.39445,1.0704,0.18237,-0.55037,0.43547,73.979,52.695,7.1704,0.93382,1.4579
2.0381e-07,-0.36003,1.0715,0.17629,-0.54858,0.4354,73.994,52.673,7.1993,0.93479,1.4683
2.032e-07,-0.57641,1.0736,0.16892,-0.54867,0.43533,74.008,52.65,7.2286,0.93589,1.479
2.026e-07,-0.54078,1.0757,0.161,-0.54756,0.43526,74.023,52.628,7.2583,0.9371,1.4897
2.0201e-07,-0.50422,1.0778,0.15179,-0.54702,0.43519,74.037,52.605,7.2884,0.93843,1.5007
2.0143e-07,-0.71887,1.0792,0.14138,-0.54607,0.43512,74.052,52.583,7.319,0.93987,1.5118
2.0086e-07,-0.93379,1.0806,0.12976,-0.54572,0.43505,74.066,52.561,7.3499,0.94142,1.523
2.003e-07,-0.90057,1.0828,0.11921,-0.54471,0.43497,74.081,52.538,7.3813,0.94308,1.5345
1.9975e-07,-0.87048,1.0846,0.10983,-0.54279,0.4349,74.095,52.516,7.4131,0.94484,1.5461
1.992e-07,-0.84535,1.0864,0.10086,-0.54165,0.43482,74.109,52.494,7.4452,0.94671,1.5578
1.9867e-07,-0.8256,1.088,0.093206,-0.54059,0.43475,74.124,52.472,7.4778,0.94867,1.5698
1.9814e-07,-0.8131,1.0893,0.088215,-0.53971,0.43467,74.138,52.45,7.5108,0.95074,1.5819
1.9762e-07,-0.80772,1.0906,0.085016,-0.53865,0.4346,74.153,52.427,7.5443,0.95289,1.5941
1.9712e-07,-0.80839,1.0915,0.085494,-0.53763,0.43452,74.167,52.405,7.5781,0.95514,1.6066
1.9661e-07,-0.81505,1.0929,0.089318,-0.53652,0.43444,74.182,52.383,7.6124,0.95748,1.6192
1.9612e-07,-0.82668,1.0944,0.095353,-0.53568,0.43437,74.196,52.361,7.647,0.9599,1.632
1.9564e-07,-0.84169,1.0955,0.10384,-0.53478,0.43429,74.211,52.338,7.6821,0.96241,1.645
1.9516e-07,-0.8581,1.0964,0.11412,-0.53347,0.43421,74.225,52.316,7.7176,0.96501,1.6581
1.9469e-07,-0.87532,1.0978,0.12544,-0.53246,0.43413,74.239,52.293,7.7535,0.96768,1.6714
1.9423e-07,-0.89133,1.0978,0.135,-0.53156,0.43405,74.254,52.271,7.7898,0.97043,1.6849
1.9378e-07,-0.65616,1.0979,0.1437,-0.53023,0.43397,74.268,52.248,7.8265,0.97326,1.6986
1.9333e-07,-0.67252,1.0971,0.15308,-0.52955,0.43389,74.283,52.225,7.8637,0.97616,1.7124
1.9289e-07,-0.93968,1.0927,0.16053,-0.52939,0.43381,74.297,52.202,7.9012,0.97913,1.7264
1.9246e-07,-0.95548,1.0941,0.16799,-0.52786,0.43373,74.311,52.179,7.9392,0.98218,1.7406
1.9204e-07,-0.97161,1.0919,0.17375,-0.52714,0.43365,74.326,52.156,7.9775,0.98529,1.755
1.9162e-07,-0.98669,1.0908,0.1794,-0.52657,0.43357,74.34,52.133,8.0163,0.98846,1.7695
1.9121e-07,-0.75041,1.0907,0.18414,-0.52613,0.43349,74.355,52.11,8.0555,0.9917,1.7843
1.9081e-07,-0.76489,1.0908,0.18834,-0.525,0.4334,74.369,52.086,8.0951,0.995,1.7992
1.9041e-07,-0.77915,1.0913,0.19207,-0.52373,0.43332,74.383,52.062,8.1351,0.99836,1.8143
1.9002e-07,-0.54231,1.0914,0.19554,-0.52285,0.43324,74.398,52.039,8.1755,1.0018,1.8296
1.8964e-07,-0.55714,1.0911,0.19726,-0.52133,0.43316,74.412,52.015,8.2163,1.0053,1.8451
1.8926e-07,-0.57158,1.0913,0.19868,-0.52042,0.43307,74.426,51.991,8.2575,1.0088,1.8607
1.8889e-07,-0.58529,1.0912,0.19998,-0.5192,0.43299,74.441,51.966,8.2991,1.0124,1.8765
1.8853e-07,-0.59886,1.0912,0.20173,-0.5185,0.4329,74.455,51.942,8.3411,1.016,1.8925
1.8817e-07,-0.61238,1.0911,0.20369,-0.51703,0.43282,74.469,51.917,8.3835,1.0197,1.9087
1.8782e-07,-0.62514,1.0916,0.20617,-0.51634,0.43274,74.484,51.892,8.4263,1.0234,1.9251
1.8748e-07,-0.38656,1.0917,0.20818,-0.51524,0.43265,74.498,51.867,8.4694,1.0272,1.9417
1.8714e-07,-0.40012,1.092,0.21039,-0.51419,0.43257,74.512,51.842,8.513,1.031,1.9585
1.8681e-07,-0.41143,1.0918,0.21244,-0.51339,0.43248,74.527,51.817,8.557,1.0349,1.9754
1.8648e-07,-0.4231,1.0919,0.21475,-0.51268,0.4324,74.541,51.791,8.6013,1.0388,1.9925
1.8616e-07,-0.43385,1.093,0.21703,-0.51137,0.43231,74.555,51.766,8.6461,1.0427,2.0098
1.8585e-07,-0.44318,1.0933,0.21808,-0.51029,0.43223,74.57,51.74,8.6912,1.0467,2.0273
1.8554e-07,-0.45316,1.0932,0.21917,-0.50983,0.43214,74.584,51.714,8.7367,1.0507,2.045
1.8524e-07,-0.46128,1.0932,0.22038,-0.50865,0.43205,74.598,51.687,8.7825,1.0548,2.0629
1.8495e-07,-0.46809,1.0935,0.22028,-0.50781,0.43197,74.612,51.661,8.8288,1.0589,2.0809
1.8466e-07,-0.47402,1.0938,0.21952,-0.50655,0.43188,74.627,51.634,8.8754,1.063,2.0992
1.8437e-07,-0.47956,1.0942,0.21918,-0.50514,0.4318,74.641,51.607,8.9223,1.0672,2.1176
1.8409e-07,-0.9872,1.0951,0.21769,-0.50428,0.43171,74.655,51.58,8.9697,1.0713,2.1362
1.8382e-07,-0.73992,1.095,0.21594,-0.50339,0.43162,74.669,51.553,9.0174,1.0756,2.155
1.8356e-07,-0.74282,1.0955,0.21358,-0.50211,0.43154,74.684,51.526,9.0654,1.0798,2.174
1.8329e-07,-0.49382,1.0955,0.21137,-0.50133,0.43145,74.698,51.498,9.1138,1.0841,2.1932
1.8304e-07,-0.24359,1.0961,0.20791,-0.49988,0.43136,74.712,51.47,9.1625,1.0885,2.2125
1.8279e-07,-0.24371,1.0957,0.20492,-0.49922,0.43128,74.726,51.442,9.2116,1.0928,2.2321
1.8255e-07,-0.24199,1.0964,0.20106,-0.49729,0.43119,74.74,51.414,9.261,1.0972,2.2518
1.8231e-07,-0.23975,1.096,0.19738,-0.49761,0.43111,74.755,51.385,9.3108,1.1016,2.2717
1.8208e-07,-0.23483,1.0969,0.19312,-0.49512,0.43102,74.769,51.357,9.3609,1.106,2.2918
1.8185e-07,-0.22884,1.0976,0.18953,-0.49442,0.43093,74.783,51.328,9.4113,1.1105,2.3121
1.8163e-07,-0.22302,1.0975,0.18574,-0.49373,0.43085,74.797,51.299,9.462,1.115,2.3325
1.8142e-07,-0.21514,1.097,0.18167,-0.49153,0.43076,74.811,51.27,9.5131,1.1195,2.3532
1.8121e-07,-0.20558,1.0968,0.17714,-0.4905,0.43067,74.825,51.241,9.5644,1.1241,2.374
1.81e-07,-0.19445,1.0971,0.17231,-0.48994,0.43059,74.84,51.211,9.6161,1.1287,2.395
1.808e-07,-0.18117,1.0964,0.16774,-0.48889,0.4305,74.854,51.182,9.6681,1.1333,2.4162
1.8061e-07,-0.16752,1.096,0.16511,-0.48791,0.43042,74.868,51.152,9.7203,1.1379,2.4375
1.8043e-07,-0.15266,1.0954,0.16201,-0.48676,0.43033,74.882,51.122,9.7729,1.1426,2.4591
1.8025e-07,-0.38762,1.095,0.15896,-0.48568,0.43025,74.896,51.092,9.8257,1.1473,2.4808
1.8007e-07,-0.36985,1.0943,0.15517,-0.48447,0.43016,74.91,51.062,9.8788,1.152,2.5026
1.799e-07,-0.35099,1.0935,0.15126,-0.48328,0.43008,74.924,51.031,9.9322,1.1568,2.5247
1.7974e-07,-0.33121,1.0928,0.14682,-0.48228,0.42999,74.938,51.001,9.9858,1.1615,2.5469
1.7958e-07,-0.56221,1.0918,0.14335,-0.48079,0.42991,74.952,50.97,10.04,1.1664,2.5693
1.7943e-07,-0.54164,1.091,0.13928,-0.47934,0.42982,74.967,50.94,10.094,1.1712,2.5919
1.7928e-07,-0.52096,1.0902,0.13601,-0.47841,0.42974,74.981,50.909,10.148,1.1761,2.6147
1.7914e-07,-0.75244,1.0891,0.13304,-0.47683,0.42965,74.995,50.878,10.203,1.181,2.6376
1.7901e-07,-0.98453,1.0877,0.13128,-0.4754,0.42957,75.009,50.847,10.258,1.186,2.6607
1.7888e-07,-0.96584,1.0865,0.1308,-0.47381,0.42948,75.023,50.816,10.313,1.191,2.6839
1.7876e-07,-0.94761,1.0856,0.13074,-0.47226,0.4294,75.037,50.785,10.368,1.196,2.7073
1.7864e-07,-0.93182,1.084,0.13076,-0.47217,0.42932,75.051,50.754,10.424,1.2011,2.7309
1.7853e-07,-0.91778,1.0803,0.132,-0.47153,0.42923,75.065,50.723,10.479,1.2062,2.7547
1.7843e-07,-0.90535,1.0795,0.13303,-0.46992,0.42915,75.079,50.691,10.535,1.2114,2.7786
1.7833e-07,-1.1447,1.0811,0.13547,-0.46753,0.42907,75.093,50.66,10.592,1.2166,2.8026
1.7824e-07,-1.1346,1.0759,0.13776,-0.46663,0.42899,75.107,50.629,10.648,1.2219,2.8269
1.7815e-07,-1.1274,1.0694,0.13993,-0.46704,0.42891,75.121,50.597,10.704,1.2272,2.8512
