PC1,PC2,label
-0.6992534350067185,-0.5049860979574935,RMALOS
-0.6664504435052163,-0.45321736346532693,RMALOS
-0.6535211077950904,-0.4954091098227048,RMALOS
-0.7090818081865297,-0.48534996119530616,RMALOS
-0.6610563228418944,-0.4823435553568711,RMALOS
-0.7640941161825807,-0.578033817613796,RMALOS
-0.7163019633574831,-0.4508503062076032,RMALOS
-0.7149744842483127,-0.37514442780508517,RMALOS
-0.6381537060489999,-0.3528732579575481,RMALOS
-0.7630551012101333,-0.47434577368510344,RMALOS
-0.6449828045563177,-0.3802873816227608,RMALOS
-0.6739125957954107,-0.40728397926451443,RMALOS
-0.7102005687036355,-0.4334911051768948,RMALOS
-0.743969097023614,-0.47651827260438606,RMALOS
-0.6068978074459004,-0.34977197428655726,RMALOS
-0.613363089012956,-0.4390264813366463,RMALOS
-0.6898811140962445,-0.5034569163871047,RMALOS
-0.6714710182897308,-0.3785341552068109,RMALOS
-0.7434453017622237,-0.39075994314941337,RMALOS
-0.815754723929049,-0.251146460298428,RMALOS
-0.8317696669479744,-0.2989915273255906,RMALOS
-0.5957890939541098,-0.4475329679708744,RMALOS
-0.87091320553224,-0.3040629079336309,RMALOS
-0.690153774308316,-0.3997390033865622,RMALOS
-0.7222328759211206,-0.328897257979834,RMALOS
-0.6106086765171934,-0.3016377398732468,RMALOS
-0.5889765449762013,-0.43467238453007195,RMALOS
-0.838155968551393,-0.3471228293825122,RMALOS
-0.8411269812183957,-0.21054393706845773,RMALOS
-0.5867815364717758,-0.596053389767247,RMALOS
-0.7987570633400858,-0.31454572124063174,RMALOS
-0.6475913322586865,-0.45874922240676763,RMALOS
-0.662329427986799,-0.30731233155301363,RMALOS
-0.7691617274257142,-0.3718662120001388,RMALOS
-0.7350040747273323,-0.3311069920983992,RMALOS
-0.8360576725166058,-0.3996686150390192,RMALOS
-0.8222120083575404,-0.3284454634916505,RMALOS
-0.6714507707083629,-0.369359987371928,RMALOS
-0.7149688320824578,-0.2698865067927761,RMALOS
-0.7648700104536319,-0.36408743485448675,RMALOS
-0.7467905530482818,-0.42162346423352404,RMALOS
-0.7086292210476721,-0.3028194086086081,RMALOS
-0.7003096827232982,-0.34436484915535975,RMALOS
-0.7608917532755041,-0.35873079011109943,RMALOS
-0.8057460488487356,-0.2978662192521884,RMALOS
-0.7932995618871539,-0.322708800310478,RMALOS
-0.7140674842871773,-0.41048563023024626,RMALOS
-0.7017631971404706,-0.3499377973099045,RMALOS
-0.8330590962657389,-0.2882662188431687,RMALOS
-0.7314605154866218,-0.3531559528117103,RMALOS
-0.6474616286469908,-0.30913733101107554,RMALOS
-0.7736297017100977,-0.11052324138650071,RMALOS
-0.7787162304250235,-0.2357384016274338,RMALOS
-0.7418198794352984,-0.2707915396917312,RMALOS
-0.7898087649171118,-0.3085154283512126,RMALOS
-0.7296324311053778,-0.3194870078347849,RMALOS
-0.732070366461949,-0.29053486069045226,RMALOS
-0.6457624445662614,-0.2894953747033043,RMALOS
-0.8270295838688276,-0.18132055295341867,RMALOS
-0.7808481313888408,-0.36259739831435656,RMALOS
-0.7996119174259844,-0.2883423260391295,RMALOS
-0.5822515802580029,-0.25343216630806836,RMALOS
-0.8114438822800316,-0.1951728758526366,RMALOS
-0.7871665308493092,-0.21315532117240793,RMALOS
-0.6277623174398367,-0.3250770406418533,RMALOS
-0.739789172904774,-0.180206849562927,RMALOS
-0.6779526783491656,-0.2796104210680626,RMALOS
-0.7848897131251037,-0.22861337828542902,RMALOS
-0.8183251387470943,-0.13622320553281042,RMALOS
-0.6486252475087184,-0.30954199690995277,RMALOS
-0.7430220292757929,-0.1215385472836697,RMALOS
-0.7292488850634028,-0.2759183530370497,RMALOS
-0.6764313909129467,-0.343535938276104,RMALOS
-0.7272438148433699,-0.24069028517908986,RMALOS
-0.7315939133904714,-0.1287408819288115,RMALOS
-0.701827814453777,-0.0965525564594695,RMALOS
-0.6491789364741132,-0.12231198962787215,RMALOS
-0.8360371023531865,-0.15310397557441416,RMALOS
-0.7424178750516476,-0.2329333987646313,RMALOS
-0.7786159313207252,-0.21469018268393086,RMALOS
-0.8073312603384788,-0.17517759248836018,RMALOS
-0.6724806017354524,-0.19998748258171842,RMALOS
-0.5939850777775437,-0.16753000451238637,RMALOS
-0.6402796051431949,-0.04160552477247202,RMALOS
-0.7092220998709211,-0.19456869464856116,RMALOS
-0.7524633465570916,-0.12371041463423608,RMALOS
-0.5949003650522265,-0.11544898000912371,RMALOS
-0.6735534666686609,-0.09712832308610826,RMALOS
-0.8716082995057278,-0.17382632240146564,RMALOS
-0.665937885121696,-0.21937601836232687,RMALOS
-0.6070249340320553,-0.19862089970609165,RMALOS
-0.7011434320357511,-0.08713882020667926,RMALOS
-0.6662365289376694,-0.20946675872231463,RMALOS
-0.899171290616243,-0.1698495222317456,RMALOS
-0.6940375942103081,-0.15073599579164948,RMALOS
-0.7401235237423154,-0.08730121081952064,RMALOS
-0.7183507179537658,-0.07632322438871175,RMALOS
-0.7066075743373226,-0.06746161600780813,RMALOS
-0.6417789412047462,-0.24196311096614825,RMALOS
-0.621405665574414,0.0030641527390705137,RMALOS
-0.6651355281889345,-0.0412807555257032,RMALOS
-0.6849406285511492,-0.08171089786245507,RMALOS
-0.682489312152151,-0.11410249119968258,RMALOS
-0.684701975126997,-0.1788898239070162,RMALOS
-0.744052167312348,-0.15006166874933474,RMALOS
-0.597728673888939,-0.03305199933753708,RMALOS
-0.6807293435984179,0.00794075521809192,RMALOS
-0.7100568171874474,0.07251341333036652,RMALOS
-1.619595246567315,1.6361353946463844,RMANLOS
-1.580602059297909,1.6675228150326664,RMANLOS
-1.458172668378071,1.5805759647766398,RMANLOS
-1.5632113254804876,1.7204977614352928,RMANLOS
-1.5798903099866848,1.6832746681368744,RMANLOS
-1.593730406179406,1.5340768734318313,RMANLOS
-1.641786959364876,1.5282569219479119,RMANLOS
-1.621569934168417,1.5774401455451186,RMANLOS
-1.494998036821877,1.4855365683033468,RMANLOS
-1.5903811122628033,1.7868249310281863,RMANLOS
-1.5057275225416198,1.554841844598247,RMANLOS
-1.573986142267003,1.5096553253066127,RMANLOS
-1.537741928241912,1.6153558684016796,RMANLOS
-1.5398875872929854,1.4598560984040785,RMANLOS
-1.4577285216566065,1.5316523276711291,RMANLOS
-1.468677390375549,1.6149810500063024,RMANLOS
-1.4145310530764321,1.6493304969520801,RMANLOS
-1.4565970577157457,1.6837262511713302,RMANLOS
-1.444223603653118,1.4756897951687415,RMANLOS
-1.50305075058391,1.5345226520319102,RMANLOS
-1.5979228244888406,1.4344670088538696,RMANLOS
-1.4471479995642578,1.4372532583008737,RMANLOS
-1.4663685281348766,1.4763989385779237,RMANLOS
-1.5133387884561023,1.4751249431469178,RMANLOS
-1.4470870146635733,1.4707162455416227,RMANLOS
-1.5198511306216467,1.4234451233036052,RMANLOS
-1.5529312815813299,1.5876888777393179,RMANLOS
-1.3829663439258415,1.5009078618385128,RMANLOS
-1.4470511601540421,1.556086060428041,RMANLOS
-1.4617780733360186,1.4912204586313464,RMANLOS
-1.4202262665399585,1.6121514264413457,RMANLOS
-1.3655355925750978,1.4165309048899186,RMANLOS
-1.4668428478064073,1.5439969207315039,RMANLOS
-1.464066081423734,1.4814011771175608,RMANLOS
-1.466470305782722,1.5497967150153287,RMANLOS
-1.3887179234720957,1.6643752066167352,RMANLOS
-1.4676800894635222,1.4707880201992725,RMANLOS
-1.4983552110698317,1.4263818495622347,RMANLOS
-1.4127661760790642,1.5596101018479616,RMANLOS
-1.4474582425264917,1.446398547585271,RMANLOS
-1.4231285379251353,1.5135840781038254,RMANLOS
